day_of_week,max,visib,crime_count
2,70.06666666666666,10.0,0.6430594900849859
3,77.2,9.966666666666669,0.6628895184135978
4,81.2,9.833333333333334,0.4985835694050991
5,80.89999999999999,9.233333333333334,0.6827195467422096
6,70.76666666666667,9.8,0.603399433427762
7,79.86666666666667,9.0,0.5524079320113314
1,84.0,9.733333333333333,0.3881019830028329
2,84.96666666666667,9.166666666666666,0.5297450424929179
3,91.93333333333334,10.0,0.7025495750708215
4,80.96666666666667,9.4,0.7337110481586402
5,75.46666666666667,5.333333333333333,0.8016997167138811
6,86.16666666666667,5.933333333333334,0.7592067988668555
7,86.83333333333333,8.733333333333333,0.7138810198300283
1,83.7,8.633333333333333,0.5524079320113314
2,81.06666666666666,8.700000000000001,0.8555240793201133
3,70.83333333333333,8.333333333333334,0.5042492917847026
4,80.96666666666667,6.733333333333333,0.6317280453257791
5,80.96666666666667,9.966666666666669,0.6487252124645893
6,80.53333333333333,10.0,0.6260623229461756
7,85.39999999999999,9.8,0.6742209631728046
1,85.39999999999999,9.566666666666666,0.6657223796033994
2,84.0,10.0,0.5297450424929179
3,80.76666666666667,10.0,0.5184135977337111
4,80.89999999999999,9.133333333333333,0.6770538243626062
5,80.89999999999999,6.166666666666667,0.6770538243626062
6,75.43333333333334,9.133333333333333,0.5042492917847026
7,79.66666666666667,9.933333333333334,0.7138810198300283
1,79.66666666666667,8.633333333333333,0.5864022662889519
2,78.2,8.566666666666668,0.5779036827195467
4,79.3,9.933333333333334,0.7076923076923077
5,83.33333333333333,10.0,0.7753846153846153
6,81.63333333333334,9.333333333333334,0.7907692307692308
7,79.46666666666667,9.6,0.6369230769230769
1,83.10000000000001,9.5,0.683076923076923
2,78.36666666666666,10.0,0.5661538461538461
3,69.8,9.966666666666669,0.5353846153846153
4,72.5,9.933333333333334,0.48307692307692307
5,92.06666666666666,9.833333333333334,0.6
6,92.53333333333336,10.0,0.7569230769230769
7,90.23333333333332,10.0,0.8676923076923077
1,87.63333333333333,10.0,0.6892307692307692
2,87.33333333333333,10.0,0.8153846153846154
3,90.86666666666667,9.866666666666667,0.676923076923077
4,89.56666666666666,10.0,0.7723076923076924
5,84.13333333333334,10.0,0.8
6,87.33333333333333,10.0,0.5938461538461538
7,90.33333333333331,10.0,0.7415384615384616
1,91.66666666666669,10.0,0.8830769230769231
2,90.6,10.0,0.7846153846153846
3,82.8,9.8,0.5507692307692308
4,79.13333333333333,7.433333333333334,0.7107692307692308
5,82.3,10.0,0.7292307692307692
6,89.73333333333333,10.0,0.7476923076923077
7,89.8,9.866666666666667,0.6307692307692307
1,91.1,10.0,0.6184615384615385
2,81.7,10.0,0.6061538461538462
3,78.63333333333333,9.966666666666669,0.72
4,79.60000000000001,10.0,0.8523076923076923
4,78.76666666666667,10.0,1.0
5,84.66666666666667,10.0,0.8223684210526315
6,85.7,10.0,0.7631578947368421
7,90.9,10.0,0.7532894736842105
1,89.23333333333333,9.733333333333333,0.48026315789473684
2,73.5,10.0,0.7730263157894737
3,74.83333333333333,10.0,0.6480263157894737
4,82.2,10.0,0.5855263157894737
5,88.46666666666665,9.966666666666669,0.7401315789473685
6,90.03333333333335,9.966666666666669,0.6381578947368421
7,92.93333333333334,10.0,0.7302631578947368
1,94.56666666666666,10.0,0.4967105263157895
2,92.76666666666668,10.0,0.7171052631578947
3,90.56666666666666,9.566666666666666,0.5855263157894737
4,90.6,9.8,0.7631578947368421
5,89.06666666666666,9.933333333333334,0.8026315789473685
6,87.56666666666666,9.933333333333334,0.7763157894736842
7,84.3,10.0,0.6414473684210527
1,79.96666666666665,9.9,0.506578947368421
2,81.03333333333333,9.966666666666669,0.6973684210526315
3,79.83333333333333,9.5,0.6414473684210527
4,88.0,10.0,0.7467105263157895
5,84.2,9.633333333333333,0.6151315789473685
6,80.06666666666666,10.0,0.75
7,73.36666666666666,9.966666666666669,0.6743421052631579
1,74.23333333333333,10.0,0.6447368421052632
2,77.0,10.0,0.5953947368421053
3,81.8,9.866666666666667,0.3815789473684211
4,82.56666666666666,9.833333333333334,0.6085526315789473
5,83.03333333333335,8.233333333333334,0.6151315789473685
6,74.53333333333335,9.766666666666667,0.7371428571428571
7,79.23333333333333,9.133333333333333,0.78
1,79.66666666666667,10.0,0.6514285714285715
2,79.2,10.0,0.5428571428571428
3,79.43333333333334,10.0,0.7228571428571429
4,80.63333333333334,10.0,0.5857142857142857
5,74.89999999999999,9.933333333333334,0.6057142857142858
6,80.89999999999999,8.433333333333334,0.7257142857142858
7,74.73333333333333,4.033333333333333,0.4828571428571429
1,70.13333333333333,4.766666666666667,0.5342857142857143
2,80.33333333333333,7.399999999999999,0.6628571428571428
3,80.63333333333334,7.533333333333334,0.54
4,80.63333333333334,9.966666666666669,0.56
5,88.53333333333335,10.0,0.8028571428571428
6,92.1,9.6,0.7542857142857143
7,93.9,10.0,0.76
1,94.26666666666668,10.0,0.8142857142857143
2,87.60000000000001,8.433333333333332,0.6657142857142857
3,79.0,9.1,0.9457142857142857
4,71.66666666666667,5.1000000000000005,0.3
5,66.96666666666667,6.966666666666666,0.46
6,78.93333333333334,8.466666666666667,0.7914285714285715
7,80.89999999999999,9.8,0.88
1,79.73333333333333,9.133333333333333,0.8342857142857143
2,83.60000000000001,9.866666666666667,0.6657142857142857
3,80.06666666666666,9.366666666666667,0.76
4,87.16666666666667,8.633333333333333,0.7428571428571429
5,94.16666666666669,10.0,0.6228571428571429
6,94.46666666666664,10.0,0.8714285714285714
7,72.23333333333333,9.666666666666666,0.5634218289085545
1,68.73333333333333,10.0,0.4778761061946903
2,82.0,9.666666666666666,0.672566371681416
3,83.89999999999999,9.633333333333333,0.7286135693215339
4,78.60000000000001,7.233333333333333,0.5811209439528023
5,77.5,8.4,0.8230088495575221
7,75.13333333333334,8.966666666666667,0.7699115044247787
1,74.33333333333333,7.866666666666667,0.7522123893805309
2,81.46666666666667,9.933333333333334,0.6902654867256637
3,78.43333333333334,9.833333333333334,0.504424778761062
4,68.2,9.733333333333333,0.4631268436578171
5,79.96666666666665,10.0,0.7728613569321534
6,76.53333333333333,9.466666666666669,0.8495575221238938
7,69.03333333333333,4.433333333333334,0.5221238938053098
1,66.96666666666667,8.200000000000001,0.6135693215339233
2,77.5,6.5,0.5073746312684366
3,75.93333333333334,8.566666666666666,0.7787610619469026
4,68.3,6.966666666666666,0.5575221238938053
5,71.56666666666666,9.8,0.6932153392330384
6,80.06666666666666,10.0,0.8289085545722714
7,81.63333333333334,9.733333333333333,0.7846607669616519
1,79.0,9.566666666666668,0.7846607669616519
2,85.7,10.0,0.7079646017699115
3,88.96666666666665,10.0,0.7492625368731564
4,88.66666666666667,9.766666666666667,0.6076696165191741
5,89.83333333333333,9.9,0.8938053097345132
6,88.06666666666666,10.0,0.943952802359882
7,89.60000000000001,9.9,0.7699115044247787
